Sl no,DISTRICT,BLOCK,Block Code,ONT LOCATION NAME,LOCATION CODE,ONT AVAILABILITY(%),REMARKS,HOTO Status,"GP Router Installed(Yes/No)",GP Router Installation Date,"Visibility in SNOC(Yes/ No)","Visibility in SNOC(Date)",LGD Code
890,KOTTAYAM,PAMPADY,6325,MANNARKADU,KL-KTM-PAM-221405,100,98-100%,Completed,No,,No,,KL-KTM-PAM-221405
891,KOTTAYAM,PAMPADY,6325,MEENADOM,KL-KTM-PAM-221413,100,98-100%,Completed,No,,No,,KL-KTM-PAM-221413
892,KOTTAYAM,PAMPADY,6325,PALLIKKATHODE,KL-KTM-PAM-221414,100,98-100%,Completed,No,,No,,KL-KTM-PAM-221414
893,KOTTAYAM,UZHAVOOR,6326,RAMAPURAM,KL-KTM-UZH-221421,100,98-100%,Completed,No,,No,,KL-KTM-UZH-221421
894,KOTTAYAM,UZHAVOOR,6326,UZHAVOOR,KL-KTM-UZH-221422,100,98-100%,Completed,No,,No,,KL-KTM-UZH-221422
895,KOTTAYAM,UZHAVOOR,6326,VELIYANNOOR,KL-KTM-UZH-221423,100,98-100%,Completed,No,,No,,KL-KTM-UZH-221423
896,KOTTAYAM,VAIKOM,6327,MARAVANTHURUTHU,KL-KTM-VAI-221425,100,98-100%,Completed,No,,No,,KL-KTM-VAI-221425
897,KOTTAYAM,VAIKOM,6327,THALAYAZHAM,KL-KTM-VAI-221426,100,98-100%,Completed,No,,No,,KL-KTM-VAI-221426
898,KOZHIKODE,CHELANNUR,6330,NARIKUNNI,KL-KOZ-CHE-221447,100,98-100%,Completed,No,,No,,KL-KOZ-CHE-221447
899,KOZHIKODE,KODUVALLY,6331,KIZHAKKOTH,KL-KOZ-KOD-221449,100,98-100%,Completed,No,,No,,KL-KOZ-KOD-221449
900,KOZHIKODE,CALICUT RURAL,6332,FEROKE,KL-KOZ-KOZ-O221457,100,98-100%,Completed,No,,No,,KL-KOZ-KOZ-O221457
901,KOZHIKODE,KUNNUMMAL,6334,KAYAKKODI,KL-KOZ-KUN-221472,100,98-100%,Completed,No,,No,,KL-KOZ-KUN-221472
902,KOZHIKODE,KUNNUMMAL,6334,VELAM,KL-KOZ-KUN-221478,100,98-100%,Completed,No,,No,,KL-KOZ-KUN-221478
903,KOZHIKODE,PANTHALAYANI,6336,ATHOLI,KL-KOZ-PAN-221435,100,98-100%,Completed,No,,No,,KL-KOZ-PAN-221435
904,KOZHIKODE,PERAMBRA,6337,CHANGAROTH,KL-KOZ-PER-221489,100,98-100%,Completed,No,,No,,KL-KOZ-PER-221489
905,MALAPPURAM,KALIKAVU,6881,AMARAMBALAM,KL-MPP-KAL-221544,100,98-100%,Completed,No,,No,,KL-MPP-KAL-221544
906,MALAPPURAM,KALIKAVU,6881,CHOKKAD,KL-MPP-KAL-221546,100,98-100%,Completed,No,,No,,KL-MPP-KAL-221546
907,MALAPPURAM,KALIKAVU,6881,EDAPPATTA,KL-MPP-KAL-221555,100,98-100%,Completed,No,,No,,KL-MPP-KAL-221555
908,MALAPPURAM,KALIKAVU,6881,KARULAI,KL-MPP-KAL-221550,100,98-100%,Completed,No,,No,,KL-MPP-KAL-221550
909,MALAPPURAM,KALIKAVU,6881,THUVVUR,KL-MPP-KAL-221603,100,98-100%,Completed,No,,No,,KL-MPP-KAL-221603
910,MALAPPURAM,KONDOTTY,6342,PULIKKAL,KL-MPP-KON-221521,100,98-100%,Completed,No,,No,,KL-MPP-KON-221521
911,MALAPPURAM,KONDOTTY,6342,VAZHAKKAD,KL-MPP-KON-221522,100,98-100%,Completed,No,,No,,KL-MPP-KON-221522
912,MALAPPURAM,KONDOTTY,6342,VAZHAYUR,KL-MPP-KON-221523,100,98-100%,Completed,No,,No,,KL-MPP-KON-221523
913,MALAPPURAM,KUTTIPPURAM,6343,KUTTIPPURAM,KL-MPP-KUT-221527,100,98-100%,Completed,No,,No,,KL-MPP-KUT-221527
914,MALAPPURAM,KUTTIPPURAM,6343,MARAKKARA,KL-MPP-KUT-221528,100,98-100%,Completed,No,,No,,KL-MPP-KUT-221528
915,MALAPPURAM,MALAPPURAM,6344,ANAKKAYAM,KL-MPP-MAL-221530,100,98-100%,Completed,No,,No,,KL-MPP-MAL-221530
916,MALAPPURAM,MALAPPURAM,6344,KODUR,KL-MPP-MAL-221536,100,98-100%,Completed,No,,No,,KL-MPP-MAL-221536
917,MALAPPURAM,MALAPPURAM,6344,MORAYUR,KL-MPP-MAL-221531,100,98-100%,Completed,No,,No,,KL-MPP-MAL-221531
918,MALAPPURAM,MALAPPURAM,6344,OTHUKKUNGAL,KL-MPP-MAL-221593,100,98-100%,Completed,No,,No,,KL-MPP-MAL-221593
919,MALAPPURAM,MALAPPURAM,6344,PONMALA,KL-MPP-MAL-221532,100,98-100%,Completed,No,,No,,KL-MPP-MAL-221532
920,MALAPPURAM,MALAPPURAM,6344,POOKKOTTUR,KL-MPP-MAL-221533,100,98-100%,Completed,No,,No,,KL-MPP-MAL-221533
921,MALAPPURAM,MANKADA,6345,KOOTTILANGADI,KL-MPP-MAN-221537,100,98-100%,Completed,No,,No,,KL-MPP-MAN-221537
922,MALAPPURAM,MANKADA,6345,MAKKARAPARAMBA,KL-MPP-MAN-221539,100,98-100%,Completed,No,,No,,KL-MPP-MAN-221539
923,MALAPPURAM,MANKADA,6345,MANKADA,KL-MPP-MAN-221540,100,98-100%,Completed,No,,No,,KL-MPP-MAN-221540
924,MALAPPURAM,MANKADA,6345,MOORKKANAD,KL-MPP-MAN-221541,100,98-100%,Completed,No,,No,,KL-MPP-MAN-221541
925,MALAPPURAM,MANKADA,6345,PUZHAKKATTIRI,KL-MPP-MAN-221543,100,98-100%,Completed,No,,No,,KL-MPP-MAN-221543
926,MALAPPURAM,NILAMBUR,6346,CHALIYAR,KL-MPP-NIL-221545,100,98-100%,Completed,No,,No,,KL-MPP-NIL-221545
927,MALAPPURAM,NILAMBUR,6346,CHUNGATHARA,KL-MPP-NIL-221547,100,98-100%,Completed,No,,No,,KL-MPP-NIL-221547
928,MALAPPURAM,NILAMBUR,6346,MOOTHADEM,KL-MPP-NIL-221551,100,98-100%,Completed,No,,No,,KL-MPP-NIL-221551
929,MALAPPURAM,NILAMBUR,6346,POTHUKKAL,KL-MPP-NIL-221552,100,98-100%,Completed,No,,No,,KL-MPP-NIL-221552
930,MALAPPURAM,NILAMBUR,6346,VAZHIKKADAVU,KL-MPP-NIL-221553,100,98-100%,Completed,No,,No,,KL-MPP-NIL-221553
931,MALAPPURAM,PERINTHALMANNA,6347,ALIPARAMBA,KL-MPP-PNT-221554,100,98-100%,Completed,No,,No,,KL-MPP-PNT-221554
932,MALAPPURAM,PERINTHALMANNA,6347,ANGADIPURAM,KL-MPP-PNT-221535,100,98-100%,Completed,No,,No,,KL-MPP-PNT-221535
933,MALAPPURAM,PERINTHALMANNA,6347,ELAMKULAM,KL-MPP-PNT-221556,100,98-100%,Completed,No,,No,,KL-MPP-PNT-221556
934,MALAPPURAM,PERINTHALMANNA,6347,MELATTUR,KL-MPP-PNT-221558,100,98-100%,Completed,No,,No,,KL-MPP-PNT-221558
935,MALAPPURAM,TANUR,6350,NIRAMARUTHOOR,KL-MPP-TAN-221571,100,98-100%,Completed,No,,No,,KL-MPP-TAN-221571
936,MALAPPURAM,TANUR,6350,TANALUR,KL-MPP-TAN-221574,100,98-100%,Completed,No,,No,,KL-MPP-TAN-221574
937,MALAPPURAM,TIRUR,6351,MANGALAM,KL-MPP-TRU-221577,100,98-100%,Completed,No,,No,,KL-MPP-TRU-221577
938,MALAPPURAM,TIRUR,6351,PURATHUR,KL-MPP-TRU-221578,100,98-100%,Completed,No,,No,,KL-MPP-TRU-221578
939,MALAPPURAM,TIRUR,6351,VETTOM,KL-MPP-TRU-221582,100,98-100%,Completed,No,,No,,KL-MPP-TRU-221582
940,MALAPPURAM,TIRURANGADI,6352,MOONNIYUR,KL-MPP-TIR-221583,100,98-100%,Completed,No,,No,,KL-MPP-TIR-221583
941,PALAKKAD,ALATHUR,6355,VADAKKANCHERI,KL-PAL-ALA-221613,100,98-100%,Completed,No,,No,,KL-PAL-ALA-221613
942,PALAKKAD,KUZHALMANNAM,6359,KUZHALMANNAM,KL-PAL-KUZ-221632,100,98-100%,Completed,No,,No,,KL-PAL-KUZ-221632
943,PALAKKAD,KUZHALMANNAM,6359,MATHUR,KL-PAL-KUZ-221633,100,98-100%,Completed,No,,No,,KL-PAL-KUZ-221633
944,PALAKKAD,KUZHALMANNAM,6359,PERINGOTTUKURISSI,KL-PAL-KUZ-221634,100,98-100%,Completed,No,,No,,KL-PAL-KUZ-221634
945,PALAKKAD,MALAMPUZHA,6360,AKATHETHARA,KL-PAL-MAL-221636,100,98-100%,Completed,No,,No,,KL-PAL-MAL-221636
946,PALAKKAD,MALAMPUZHA,6360,MALAMPUZHA,KL-PAL-MAL-221638,100,98-100%,Completed,No,,No,,KL-PAL-MAL-221638
947,PALAKKAD,MALAMPUZHA,6360,MARUTHARODE,KL-PAL-MAL-221639,100,98-100%,Completed,No,,No,,KL-PAL-MAL-221639
948,PALAKKAD,MALAMPUZHA,6360,PUDUPPARIYARAM,KL-PAL-MAL-221642,100,98-100%,Completed,No,,No,,KL-PAL-MAL-221642
949,PALAKKAD,MALAMPUZHA,6360,PUDUSSERI,KL-PAL-MAL-221643,100,98-100%,Completed,No,,No,,KL-PAL-MAL-221643
950,PALAKKAD,MANNARKAD,6361,ALANALLUR,KL-PAL-MAN-221644,100,98-100%,Completed,No,,No,,KL-PAL-MAN-221644
951,PALAKKAD,MANNARKAD,6361,KOTTAPPADAM,KL-PAL-MAN-221648,100,98-100%,Completed,No,,No,,KL-PAL-MAN-221648
952,PALAKKAD,MANNARKAD,6361,TACHAMPARA,KL-PAL-MAN-221651,100,98-100%,Completed,No,,No,,KL-PAL-MAN-221651
953,PALAKKAD,MANNARKAD,6361,THENKARA,KL-PAL-MAN-221653,100,98-100%,Completed,No,,No,,KL-PAL-MAN-221653
954,PALAKKAD,NEMMARA,6362,ELAVANCHERRY,KL-PAL-NEM-221655,100,98-100%,Completed,No,,No,,KL-PAL-NEM-221655
955,PALAKKAD,NEMMARA,6362,NELLIAMPATHY,KL-PAL-NEM-221657,100,98-100%,Completed,No,,No,,KL-PAL-NEM-221657
956,PALAKKAD,NEMMARA,6362,NEMMARA,KL-PAL-NEM-221658,100,98-100%,Completed,No,,No,,KL-PAL-NEM-221658
957,PALAKKAD,NEMMARA,6362,PALLASSANA,KL-PAL-NEM-221659,100,98-100%,Completed,No,,No,,KL-PAL-NEM-221659
958,PALAKKAD,OTTAPPALAM,6363,AMBALAPARA,KL-PAL-OTT-221660,100,98-100%,Completed,No,,No,,KL-PAL-OTT-221660
959,PALAKKAD,OTTAPPALAM,6363,NELLAYA,KL-PAL-OTT-221676,100,98-100%,Completed,No,,No,,KL-PAL-OTT-221676
960,PALAKKAD,PALAKKAD,6364,MANKARA,KL-PAL-PAL-221668,100,98-100%,Completed,No,,No,,KL-PAL-PAL-221668
961,PALAKKAD,PATTAMBI,6365,PARUDUR,KL-PAL-PAT-221678,100,98-100%,Completed,No,,No,,KL-PAL-PAT-221678
962,PALAKKAD,SREEKRISHNAPURAM,6366,CHERPULASSERY,KL-PAL-SRE-O272906,100,98-100%,Completed,No,,No,,KL-PAL-SRE-O272906
963,PATHANAMTHITTA,ELANTHOOR,6368,MALLAPUZHASSERY,KL-PNM-ELA-221701,100,98-100%,Completed,No,,No,,KL-PNM-ELA-221701
964,PATHANAMTHITTA,ELANTHOOR,6368,NARANGANAM,KL-PNM-ELA-221702,100,98-100%,Completed,No,,No,,KL-PNM-ELA-221702
965,PATHANAMTHITTA,KOIPURAM,6369,AYIROOR,KL-PNM-KOI-221704,100,98-100%,Completed,No,,No,,KL-PNM-KOI-221704
966,PATHANAMTHITTA,KOIPURAM,6369,PURAMATTOM,KL-PNM-KOI-221708,100,98-100%,Completed,No,,No,,KL-PNM-KOI-221708
967,PATHANAMTHITTA,KONNI,6370,MYLAPRA,KL-PNM-KON-221713,100,98-100%,Completed,No,,No,,KL-PNM-KON-221713
968,PATHANAMTHITTA,MALLAPPALLY,6371,ANICADU,KL-PNM-MAL-221720,100,98-100%,Completed,No,,No,,KL-PNM-MAL-221720
969,PATHANAMTHITTA,MALLAPPALLY,6371,KALLOOPPARA,KL-PNM-MAL-221721,100,98-100%,Completed,No,,No,,KL-PNM-MAL-221721
970,PATHANAMTHITTA,MALLAPPALLY,6371,KOTTANADU,KL-PNM-MAL-221723,100,98-100%,Completed,No,,No,,KL-PNM-MAL-221723
971,PATHANAMTHITTA,PANDLAM,6372,MEZHUVELI,KL-PNM-PAN-221719,100,98-100%,Completed,No,,No,,KL-PNM-PAN-221719
972,PATHANAMTHITTA,PARAKODE,6373,ERATHU,KL-PNM-PAR-221731,100,98-100%,Completed,No,,No,,KL-PNM-PAR-221731
973,PATHANAMTHITTA,PARAKODE,6373,EZHAMKULAM,KL-PNM-PAR-221732,100,98-100%,Completed,No,,No,,KL-PNM-PAR-221732
974,PATHANAMTHITTA,PARAKODE,6373,KADAMPANADU,KL-PNM-PAR-221733,100,98-100%,Completed,No,,No,,KL-PNM-PAR-221733
975,PATHANAMTHITTA,PARAKODE,6373,KODUMON,KL-PNM-PAR-221735,100,98-100%,Completed,No,,No,,KL-PNM-PAR-221735
976,PATHANAMTHITTA,PARAKODE,6373,PALLICKAL,KL-PNM-PAR-221736,100,98-100%,Completed,No,,No,,KL-PNM-PAR-221736
977,PATHANAMTHITTA,PULIKEEZHU,6374,KADAPRA,KL-PNM-PUL-221737,100,98-100%,Completed,No,,No,,KL-PNM-PUL-221737
978,PATHANAMTHITTA,PULIKEEZHU,6374,KUTTOOR,KL-PNM-PUL-221738,100,98-100%,Completed,No,,No,,KL-PNM-PUL-221738
979,PATHANAMTHITTA,PULIKEEZHU,6374,NEDUMPURAM,KL-PNM-PUL-221739,100,98-100%,Completed,No,,No,,KL-PNM-PUL-221739
980,PATHANAMTHITTA,RANNI,6375,CHITTAR,KL-PNM-RAN-221742,100,98-100%,Completed,No,,No,,KL-PNM-RAN-221742
981,PATHANAMTHITTA,RANNI,6375,RANNI,KL-PNM-RAN-221744,100,98-100%,Completed,No,,No,,KL-PNM-RAN-221744
982,PATHANAMTHITTA,RANNI,6375,RANNI ANGADI,KL-PNM-RAN-221745,100,98-100%,Completed,No,,No,,KL-PNM-RAN-221745
983,PATHANAMTHITTA,RANNI,6375,RANNI PERUNAD,KL-PNM-RAN-221747,100,98-100%,Completed,No,,No,,KL-PNM-RAN-221747
984,PATHANAMTHITTA,RANNI,6375,VADASSERIKKARA,KL-PNM-RAN-221749,100,98-100%,Completed,No,,No,,KL-PNM-RAN-221749
985,PATHANAMTHITTA,RANNI,6375,VECHUCHIRA,KL-PNM-RAN-221750,100,98-100%,Completed,No,,No,,KL-PNM-RAN-221750
986,THIRUVANANTHAPURAM,NEMOM,6381,VILAVOORKKAL,KL-THM-NEM-221786,100,98-100%,Completed,No,,No,,KL-THM-NEM-221786
987,THIRUVANANTHAPURAM,PERUMKADAVILA,6383,AMBOORI,KL-THM-PER-221793,100,98-100%,Completed,No,,No,,KL-THM-PER-221793
988,THIRUVANANTHAPURAM,PERUMKADAVILA,6383,KUNNATHUKAL,KL-THM-PER-221797,100,98-100%,Completed,No,,No,,KL-THM-PER-221797
989,THIRUVANANTHAPURAM,PERUMKADAVILA,6383,VELLARADA,KL-THM-PER-221800,100,98-100%,Completed,No,,No,,KL-THM-PER-221800
990,THIRUVANANTHAPURAM,POTHENCODE,6378,ANDOORKONAM,KL-THM-POT-221763,100,98-100%,Completed,No,,No,,KL-THM-POT-221763
991,THIRUVANANTHAPURAM,POTHENCODE,6378,KADINAMKULAM,KL-THM-POT-221764,100,98-100%,Completed,No,,No,,KL-THM-POT-221764
992,THIRUVANANTHAPURAM,VAMANAPURAM,6384,MANICKAL,KL-THM-VAM-221802,100,98-100%,Completed,No,,No,,KL-THM-VAM-221802
993,THIRUVANANTHAPURAM,VAMANAPURAM,6384,NELLANAD,KL-THM-VAM-221804,100,98-100%,Completed,No,,No,,KL-THM-VAM-221804
994,THIRUVANANTHAPURAM,VARKALA,6385,CHERUNNIYOOR,KL-THM-VAR-221810,100,98-100%,Completed,No,,No,,KL-THM-VAR-221810
995,THRISSUR,CHOWANNUR,6391,KADANGODE,KL-THR-CHO-221905,100,98-100%,Completed,No,,No,,KL-THR-CHO-221905
996,THRISSUR,CHOWANNUR,6391,KADAVALLUR,KL-THR-CHO-221845,100,98-100%,Completed,No,,No,,KL-THR-CHO-221845
997,THRISSUR,CHOWANNUR,6391,KATTAKAMPAL,KL-THR-CHO-221847,100,98-100%,Completed,No,,No,,KL-THR-CHO-221847
998,THRISSUR,CHOWANNUR,6391,PORKULAM,KL-THR-CHO-221848,100,98-100%,Completed,No,,No,,KL-THR-CHO-221848
999,THRISSUR,CHOWANNUR,6391,VELUR,KL-THR-CHO-221910,100,98-100%,Completed,No,,No,,KL-THR-CHO-221910
1000,THRISSUR,VELLANGALLUR,6401,PADIYUR,KL-THR-VEL-221898,100,98-100%,Completed,No,,No,,KL-THR-VEL-221898
1001,THRISSUR,WADAKKANCHERY,6402,THEKKUMKARA,KL-THR-WAD-221908,100,98-100%,Completed,No,,No,,KL-THR-WAD-221908
1002,WAYANAD,KALPETTA,6403,KOTTATHARA,KL-WAY-KAL-221913,100,98-100%,Completed,No,,No,,KL-WAY-KAL-221913
1003,WAYANAD,MANANTHAVADY,6404,EDAVAKA,KL-WAY-MAN-221922,100,98-100%,Completed,No,,No,,KL-WAY-MAN-221922
1004,WAYANAD,MANANTHAVADY,6404,MANANTHAVADY,KL-WAY-MAN-O221923,100,98-100%,Completed,No,,No,,KL-WAY-MAN-O221923
1005,WAYANAD,MANANTHAVADY,6404,THAVINHAL,KL-WAY-MAN-221925,100,98-100%,Completed,No,,No,,KL-WAY-MAN-221925
1006,WAYANAD,MANANTHAVADY,6404,THIRUNELLY,KL-WAY-MAN-221926,100,98-100%,Completed,No,,No,,KL-WAY-MAN-221926
1007,WAYANAD,MANANTHAVADY,6404,THONDERNAD,KL-WAY-MAN-221927,100,98-100%,Completed,No,,No,,KL-WAY-MAN-221927
1008,WAYANAD,MANANTHAVADY,6404,VELLAMUNDA,KL-WAY-MAN-221928,100,98-100%,Completed,No,,No,,KL-WAY-MAN-221928
1009,WAYANAD,PANAMARAM,6882,KANIAMBETTA,KL-WAY-PAN-221912,100,98-100%,Completed,No,,No,,KL-WAY-PAN-221912
1010,WAYANAD,PANAMARAM,6882,MULLANKOLLY,KL-WAY-PAN-221931,100,98-100%,Completed,No,,No,,KL-WAY-PAN-221931
1011,WAYANAD,PANAMARAM,6882,PANAMARAM,KL-WAY-PAN-221924,100,98-100%,Completed,No,,No,,KL-WAY-PAN-221924
1012,WAYANAD,PANAMARAM,6882,PULPALLI,KL-WAY-PAN-221935,100,98-100%,Completed,No,,No,,KL-WAY-PAN-221935
1013,WAYANAD,SULTHAN BATHERY,6405,AMBALAVAYAL,KL-WAY-SUL-221929,100,98-100%,Completed,No,,No,,KL-WAY-SUL-221929
1014,WAYANAD,SULTHAN BATHERY,6405,MEENANGADI,KL-WAY-SUL-221930,100,98-100%,Completed,No,,No,,KL-WAY-SUL-221930
1015,WAYANAD,SULTHAN BATHERY,6405,NENMENI,KL-WAY-SUL-221932,100,98-100%,Completed,No,,No,,KL-WAY-SUL-221932
1016,WAYANAD,SULTHAN BATHERY,6405,NOOLPUZHA,KL-WAY-SUL-221933,100,98-100%,Completed,No,,No,,KL-WAY-SUL-221933
1017,WAYANAD,SULTHAN BATHERY,6405,SULTHAN BATHERY,KL-WAY-SUL-O221936,100,98-100%,Completed,No,,No,,KL-WAY-SUL-O221936
1018,KOZHIKODE,CHELANNUR,6330,BHQ CHELANNUR,KL-KOZ-CHE-BH6022,100,98-100%,Completed,No,,No,,KL-KOZ-CHE-BH6022
1019,ERNAKULAM,MUVATTUPUZHA,6278,BHQ MUVATTUPUZHA,KL-ERN-MUV-BH5967,100,98-100%,Completed,No,,No,,KL-ERN-MUV-BH5967
1020,KANNUR,IRIKKUR,6295,BHQ IRIKKUR,KL-KNU-IRK-BH5985,100,98-100%,Completed,No,,No,,KL-KNU-IRK-BH5985
1021,KOZHIKODE,KODUVALLY,6331,BHQ KODUVALLY,KL-KOZ-KOD-BH6023,100,98-100%,Completed,No,,No,,KL-KOZ-KOD-BH6023
1022,KOLLAM,OACHIRA,6314,BHQ OACHIRA,KL-KLM-OAC-BH6006,100,98-100%,Completed,No,,No,,KL-KLM-OAC-BH6006
1023,KOLLAM,SASTHAMCOTTAH,6316,BHQ SASTHAMCOTTAH,KL-KLM-SAS-BH6008,100,98-100%,Completed,No,,No,,KL-KLM-SAS-BH6008
1024,KOLLAM,MUKHATHALA,6313,BHQ MUKHATHALA,KL-KLM-MUK-BH6005,100,98-100%,Completed,No,,No,,KL-KLM-MUK-BH6005
1025,ALAPPUZHA,VELIYANAD,6271,BHQ VELIYANAD,KL-ALA-VEL-BH5960,100,98-100%,Completed,No,,No,,KL-ALA-VEL-BH5960
1026,ALAPPUZHA,HARIPPAD,6265,BHQ HARIPPAD,KL-ALA-HAR-BH5954,100,98-100%,Completed,No,,No,,KL-ALA-HAR-BH5954
1027,KANNUR,KANNUR,6297,BHQ KANNUR,KL-KNU-KAN-BH5987,100,98-100%,Completed,No,,No,,KL-KNU-KAN-BH5987
1028,WAYANAD,SULTHAN BATHERY,6405,BHQ SULTHAN BATHERY,KL-WAY-SUL-BH6100,100,98-100%,Completed,No,,No,,KL-WAY-SUL-BH6100
1029,ERNAKULAM,PALLURUTHY,6279,BHQ PALLURUTHY,KL-ERN-PAL-BH5968,100,98-100%,Completed,No,,No,,KL-ERN-PAL-BH5968
1030,THRISSUR,MALA,6394,BHQ MALA,KL-THR-MAL-BH6089,100,98-100%,Completed,No,,No,,KL-THR-MAL-BH6089
1031,KOZHIKODE,PANTHALAYANI,6336,BHQ PANTHALAYANI,KL-KOZ-PAN-BH6028,100,98-100%,Completed,No,,No,,KL-KOZ-PAN-BH6028
1032,KOZHIKODE,THODANNUR,6338,BHQ THODANNUR,KL-KOZ-THO-BH6030,100,98-100%,Completed,No,,No,,KL-KOZ-THO-BH6030
1033,KOZHIKODE,KUNNUMMAL,6334,BHQ KUNNUMMAL,KL-KOZ-KUN-BH6026,100,98-100%,Completed,No,,No,,KL-KOZ-KUN-BH6026
1034,PALAKKAD,KUZHALMANNAM,6359,BHQ KUZHALMANNAM,KL-PAL-KUZ-BH6051,100,98-100%,Completed,No,,No,,KL-PAL-KUZ-BH6051
1035,PATHANAMTHITTA,PARAKODE,6373,BHQ PARAKODE,KL-PNM-PAR-BH6066,100,98-100%,Completed,No,,No,,KL-PNM-PAR-BH6066
1036,KOTTAYAM,ETTUMANOOR,6319,BHQ ETTUMANOOR,KL-KTM-ETT-BH6011,100,98-100%,Completed,No,,No,,KL-KTM-ETT-BH6011
1037,WAYANAD,KALPETTA,6403,BHQ KALPETTA,KL-WAY-KAL-BH6098,100,98-100%,Completed,No,,No,,KL-WAY-KAL-BH6098
1038,KANNUR,TALIPARAMBA,6301,BHQ TALIPARAMBA,KL-KNU-TAL-BH5991,100,98-100%,Completed,No,,No,,KL-KNU-TAL-BH5991
1039,THIRUVANANTHAPURAM,NEDUMANGAD,6380,BHQ NEDUMANGAD,KL-THM-NED-BH6073,100,98-100%,Completed,No,,No,,KL-THM-NED-BH6073
1040,KANNUR,PANOOR,6883,BHQ PANOOR,KL-KNU-PAN-BH6694,100,98-100%,Completed,No,,No,,KL-KNU-PAN-BH6694
1041,KANNUR,PAYYANNUR,6299,BHQ PAYYANNUR,KL-KNU-PAY-BH5989,100,98-100%,Completed,No,,No,,KL-KNU-PAY-BH5989
1042,KASARAGOD,KARADKA,6886,BHQ KARADKA,KL-KGD-KAR-BH6697,100,98-100%,Completed,No,,No,,KL-KGD-KAR-BH6697
1043,IDUKKI,ELEMDESAM,6289,BHQ ELEMDESAM,KL-IDU-ELE-BH5979,100,98-100%,Completed,No,,No,,KL-IDU-ELE-BH5979
1044,PATHANAMTHITTA,PULIKEEZHU,6374,BHQ PULIKEEZHU,KL-PNM-PUL-BH6067,100,98-100%,Completed,No,,No,,KL-PNM-PUL-BH6067
1045,WAYANAD,PANAMARAM,6882,BHQ PANAMARAM,KL-WAY-PAN-BH6693,100,98-100%,Completed,No,,No,,KL-WAY-PAN-BH6693
1046,ERNAKULAM,MULANTHURUTHY,6277,BHQ MULANTHURUTHY,KL-ERN-MUL-BH5966,100,98-100%,Completed,No,,No,,KL-ERN-MUL-BH5966
1047,ERNAKULAM,PAMPAKUDA,6280,BHQ PAMPAKUDA,KL-ERN-PAM-BH5969,100,98-100%,Completed,No,,No,,KL-ERN-PAM-BH5969
1048,PALAKKAD,PATTAMBI,6365,BHQ PATTAMBI,KL-PAL-PAT-BH6057,100,98-100%,Completed,No,,No,,KL-PAL-PAT-BH6057
1049,PALAKKAD,KOLLENGODE,6358,BHQ KOLLENGODE,KL-PAL-KOL-BH6050,100,98-100%,Completed,No,,No,,KL-PAL-KOL-BH6050
1050,PALAKKAD,ALATHUR,6355,BHQ ALATHUR,KL-PAL-ALA-BH6047,100,98-100%,Completed,No,,No,,KL-PAL-ALA-BH6047
1051,ERNAKULAM,PARAKKADAV,6281,BHQ PARAKKADAV,KL-ERN-PRA-BH5970,100,98-100%,Completed,No,,No,,KL-ERN-PRA-BH5970
1052,PATHANAMTHITTA,MALLAPPALLY,6371,KUNNATHANAM,KL-PNM-MAL-221725,100,98-100%,Completed,No,,No,,KL-PNM-MAL-221725
1053,ERNAKULAM,VAZHAKKULAM,6284,BHQ VAZHAKKULAM,KL-ERN-VAZ-BH5973,100,98-100%,Completed,No,,No,,KL-ERN-VAZ-BH5973
1054,ERNAKULAM,ALANGAD,6272,BHQ ALANGAD,KL-ERN-ALA-BH5961,100,98-100%,Completed,No,,No,,KL-ERN-ALA-BH5961
1055,KOLLAM,CHAVARA,6309,BHQ CHAVARA,KL-KLM-CHA-BH6000,100,98-100%,Completed,No,,No,,KL-KLM-CHA-BH6000
1056,KOLLAM,CHITTUMALA,6310,BHQ CHITTUMALA,KL-KLM-CHI-BH6001,100,98-100%,Completed,No,,No,,KL-KLM-CHI-BH6001
1057,KOZHIKODE,CALICUT RURAL,6332,BHQ CALICUT RURAL,KL-KOZ-KOZ-BH6024,100,98-100%,Completed,No,,No,,KL-KOZ-KOZ-BH6024
1058,PALAKKAD,MALAMPUZHA,6360,BHQ MALAMPUZHA,KL-PAL-MAL-BH6052,100,98-100%,Completed,No,,No,,KL-PAL-MAL-BH6052
1059,KANNUR,IRITTY,6296,BHQ IRITTY,KL-KNU-IRI-BH5986,100,98-100%,Completed,No,,No,,KL-KNU-IRI-BH5986
1060,KANNUR,PERAVOOR,6300,BHQ PERAVOOR,KL-KNU-PER-BH5990,100,98-100%,Completed,No,,No,,KL-KNU-PER-BH5990
1061,ERNAKULAM,VYPEEN,6285,BHQ VYPEEN,KL-ERN-VYP-BH5974,100,98-100%,Completed,No,,No,,KL-ERN-VYP-BH5974
1062,ERNAKULAM,VADAVUCODE,6283,BHQ VADAVUCODE,KL-ERN-VAD-BH5972,100,98-100%,Completed,No,,No,,KL-ERN-VAD-BH5972
1063,MALAPPURAM,TIRURANGADI,6352,BHQ TIRURANGADI,KL-MPP-TIR-BH6044,100,98-100%,Completed,No,,No,,KL-MPP-TIR-BH6044
1064,KASARAGOD,KANHANGAD,6303,BHQ KANHANGAD,KL-KGD-KAN-BH5993,100,98-100%,Completed,No,,No,,KL-KGD-KAN-BH5993
